"SourceUnit","OriginalTestClass","OriginalTestMethod","Status","NexusTest","Notes"
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionForward","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureModifiersAndDefaults","Routine declaration behavior translated to NexusPas structural name, parameter, return-type, and directive-skipping assertions."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureFar","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","far procedure directive is structurally skipped; passrc modifier enums are not modeled."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionFar","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","far function directive is structurally skipped while preserving return type."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureCdeclForward","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionCDeclForward","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureCompilerProc","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","compilerproc procedure directive is structurally skipped; passrc modifier enums are not modeled."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureNoReturn","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","noreturn procedure directive is structurally skipped; passrc modifier enums are not modeled."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionCompilerProc","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","compilerproc function directive is structurally skipped while preserving return type."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureCDeclCompilerProc","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","combined cdecl/compilerproc procedure directives are structurally skipped."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionCDeclCompilerProc","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","combined cdecl/compilerproc function directives are structurally skipped while preserving return type."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureAssembler","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","assembler procedure directive is structurally skipped; passrc modifier enums are not modeled."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionAssembler","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","assembler function directive is structurally skipped while preserving return type."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureCDeclAssembler","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","combined cdecl/assembler procedure directives are structurally skipped."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionCDeclAssembler","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","combined cdecl/assembler function directives are structurally skipped while preserving return type."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureExport","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","export procedure directive is structurally skipped; passrc modifier enums are not modeled."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionExport","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","export function directive is structurally skipped while preserving return type."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureCDeclExport","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","combined cdecl/export procedure directives are structurally skipped."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionCDeclExport","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","combined cdecl/export function directives are structurally skipped while preserving return type."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureExternal","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureModifiersAndDefaults","Routine declaration behavior translated to NexusPas structural name, parameter, return-type, and directive-skipping assertions."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionExternal","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureModifiersAndDefaults","Routine declaration behavior translated to NexusPas structural name, parameter, return-type, and directive-skipping assertions."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionForwardNoReturnDelphi","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionForwardNoReturnNoDelphi","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureExternalLibName","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureModifiersAndDefaults","Routine declaration behavior translated to NexusPas structural name, parameter, return-type, and directive-skipping assertions."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionExternalLibName","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureModifiersAndDefaults","Routine declaration behavior translated to NexusPas structural name, parameter, return-type, and directive-skipping assertions."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureExternalLibNameName","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","external library/name procedure tail is structurally skipped; library expression modeling is not implemented."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionExternalLibNameName","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","external library/name function tail is structurally skipped while preserving return type."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureExternalName","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","external name procedure tail is structurally skipped; library expression modeling is not implemented."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionExternalName","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","external name function tail is structurally skipped while preserving return type."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureCdeclExternal","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","combined cdecl/external procedure directives are structurally skipped."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureAlias","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","alias procedure tail is structurally skipped; alias expression modeling is not implemented."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionCdeclExternal","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","combined cdecl/external function directives are structurally skipped while preserving return type."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureCdeclExternalLibName","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","combined cdecl/external library procedure tail is structurally skipped."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionCdeclExternalLibName","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","combined cdecl/external library function tail is structurally skipped while preserving return type."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureCdeclExternalLibNameName","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","combined cdecl/external library/name procedure tail is structurally skipped."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionCdeclExternalLibNameName","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","combined cdecl/external library/name function tail is structurally skipped while preserving return type."
"tcprocfunc.pas","TTestProcedureFunction","TestProcedureCdeclExternalName","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","combined cdecl/external name procedure tail is structurally skipped."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionCdeclExternalName","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","combined cdecl/external name function tail is structurally skipped while preserving return type."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionAlias","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureAdditionalDirectives","alias function tail is structurally skipped while preserving return type."
"tcprocfunc.pas","TTestProcedureFunction","TestOperatorTokens","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tcprocfunc.pas","TTestProcedureFunction","TestOperatorNames","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tcprocfunc.pas","TTestProcedureFunction","TestAssignOperatorAfterObject","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tcprocfunc.pas","TTestProcedureFunction","TestFunctionNoResult","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tcresolvegenerics.pas","TTestResolveGenerics","TestGen_MissingTemplateFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
